Split,Ruta,Resolución,Corrupta
Training,data/raw/Training\notumor\Tr-no_1386.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_1388.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_1389.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_1390.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1392.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1393.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1394.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1396.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_1397.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1398.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_1399.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1401.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1405.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1413.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1414.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1418.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_1423.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1426.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1428.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1429.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1437.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1441.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1442.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_1444.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1452.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1453.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_1458.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1459.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\Tr-no_1460.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_1462.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1464.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1468.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1477.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1479.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1482.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1484.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1485.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1486.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1488.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1491.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1494.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1496.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_1499.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1500.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1503.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1505.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1507.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1509.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1512.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1513.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1514.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1515.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_1516.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_1517.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1518.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1523.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\Tr-no_1528.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_1532.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1534.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_1535.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_1536.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1540.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1541.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1543.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1544.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1545.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\Tr-no_1546.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1548.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_1549.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1550.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_1551.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_1552.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_1553.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1554.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1555.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1556.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1558.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1559.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1560.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1562.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1563.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1566.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_1570.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1572.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1574.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1576.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1579.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1580.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_1581.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_1582.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1583.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1584.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1586.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_1589.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1590.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1593.jpg,"(235, 214)",False
Training,data/raw/Training\pituitary\p (127).jpg,"(202, 202)",False
Training,data/raw/Training\pituitary\p (137).jpg,"(201, 210)",False
Training,data/raw/Training\pituitary\pi-0911.jpg,"(202, 202)",False
Training,data/raw/Training\pituitary\pi-1256.jpg,"(201, 210)",False
Training,data/raw/Training\pituitary\Tr-pi_0031.jpg,"(202, 202)",False
Training,data/raw/Training\pituitary\Tr-pi_0042.jpg,"(201, 210)",False
Testing,data/raw/Testing\glioma\image(23).jpg,"(200, 234)",False
Testing,data/raw/Testing\glioma\image(30).jpg,"(200, 249)",False
Testing,data/raw/Testing\glioma\image(56).jpg,"(197, 229)",False
Testing,data/raw/Testing\glioma\image(83).jpg,"(175, 167)",False
Testing,data/raw/Testing\glioma\image(84).jpg,"(200, 249)",False
Testing,data/raw/Testing\glioma\image(85).jpg,"(204, 245)",False
Testing,data/raw/Testing\meningioma\image(100).jpg,"(228, 221)",False
Testing,data/raw/Testing\meningioma\image(102).jpg,"(212, 237)",False
Testing,data/raw/Testing\meningioma\image(109).jpg,"(219, 234)",False
Testing,data/raw/Testing\meningioma\image(112).jpg,"(206, 249)",False
Testing,data/raw/Testing\meningioma\image(12).jpg,"(200, 223)",False
Testing,data/raw/Testing\meningioma\image(16).jpg,"(201, 207)",False
Testing,data/raw/Testing\meningioma\image(29).jpg,"(205, 251)",False
Testing,data/raw/Testing\meningioma\image(30).jpg,"(204, 249)",False
Testing,data/raw/Testing\meningioma\image(47).jpg,"(234, 216)",False
Testing,data/raw/Testing\meningioma\image(5).jpg,"(314, 195)",False
Testing,data/raw/Testing\meningioma\image(50).jpg,"(217, 232)",False
Testing,data/raw/Testing\meningioma\image(52).jpg,"(216, 216)",False
Testing,data/raw/Testing\meningioma\image(54).jpg,"(174, 230)",False
Testing,data/raw/Testing\meningioma\image(55).jpg,"(206, 245)",False
Testing,data/raw/Testing\meningioma\image(68).jpg,"(208, 243)",False
Testing,data/raw/Testing\meningioma\image(69).jpg,"(221, 228)",False
Testing,data/raw/Testing\meningioma\image(70).jpg,"(200, 252)",False
Testing,data/raw/Testing\meningioma\image(71).jpg,"(226, 214)",False
Testing,data/raw/Testing\meningioma\image(72).jpg,"(200, 236)",False
Testing,data/raw/Testing\meningioma\image(73).jpg,"(238, 212)",False
Testing,data/raw/Testing\meningioma\image(75).jpg,"(212, 238)",False
Testing,data/raw/Testing\meningioma\image(76).jpg,"(215, 220)",False
Testing,data/raw/Testing\meningioma\image(77).jpg,"(201, 251)",False
Testing,data/raw/Testing\meningioma\image(79).jpg,"(212, 237)",False
Testing,data/raw/Testing\meningioma\image(83).jpg,"(224, 219)",False
Testing,data/raw/Testing\meningioma\image(84).jpg,"(200, 223)",False
Testing,data/raw/Testing\meningioma\image(85).jpg,"(200, 235)",False
Testing,data/raw/Testing\meningioma\image(86).jpg,"(209, 241)",False
Testing,data/raw/Testing\meningioma\image(87).jpg,"(211, 239)",False
Testing,data/raw/Testing\meningioma\image(88).jpg,"(215, 234)",False
Testing,data/raw/Testing\meningioma\image(90).jpg,"(213, 237)",False
Testing,data/raw/Testing\meningioma\image(91).jpg,"(214, 216)",False
Testing,data/raw/Testing\meningioma\image(92).jpg,"(201, 251)",False
Testing,data/raw/Testing\meningioma\image(93).jpg,"(214, 235)",False
Testing,data/raw/Testing\meningioma\image(94).jpg,"(210, 240)",False
Testing,data/raw/Testing\meningioma\image(96).jpg,"(210, 240)",False
Testing,data/raw/Testing\meningioma\image(98).jpg,"(213, 236)",False
Testing,data/raw/Testing\meningioma\image(99).jpg,"(224, 216)",False
Testing,data/raw/Testing\meningioma\Te-meTr_0002.jpg,"(228, 221)",False
Testing,data/raw/Testing\meningioma\Te-meTr_0003.jpg,"(212, 237)",False
Testing,data/raw/Testing\meningioma\Te-meTr_0006.jpg,"(219, 234)",False
Testing,data/raw/Testing\meningioma\Te-meTr_0008.jpg,"(206, 249)",False
Testing,data/raw/Testing\meningioma\Te-me_0011.jpg,"(200, 223)",False
Testing,data/raw/Testing\meningioma\Te-me_0022.jpg,"(201, 207)",False
Testing,data/raw/Testing\meningioma\Te-me_0036.jpg,"(205, 251)",False
Testing,data/raw/Testing\meningioma\Te-me_0038.jpg,"(204, 249)",False
Testing,data/raw/Testing\meningioma\Te-me_0056.jpg,"(234, 216)",False
Testing,data/raw/Testing\meningioma\Te-me_0059.jpg,"(314, 195)",False
Testing,data/raw/Testing\meningioma\Te-me_0060.jpg,"(217, 232)",False
Testing,data/raw/Testing\meningioma\Te-me_0062.jpg,"(216, 216)",False
Testing,data/raw/Testing\meningioma\Te-me_0064.jpg,"(174, 230)",False
Testing,data/raw/Testing\meningioma\Te-me_0065.jpg,"(206, 245)",False
Testing,data/raw/Testing\meningioma\Te-me_0079.jpg,"(208, 243)",False
Testing,data/raw/Testing\meningioma\Te-me_0080.jpg,"(221, 228)",False
Testing,data/raw/Testing\meningioma\Te-me_0082.jpg,"(200, 252)",False
Testing,data/raw/Testing\meningioma\Te-me_0083.jpg,"(226, 214)",False
Testing,data/raw/Testing\meningioma\Te-me_0084.jpg,"(200, 236)",False
Testing,data/raw/Testing\meningioma\Te-me_0085.jpg,"(238, 212)",False
Testing,data/raw/Testing\meningioma\Te-me_0087.jpg,"(212, 238)",False
Testing,data/raw/Testing\meningioma\Te-me_0088.jpg,"(215, 220)",False
Testing,data/raw/Testing\meningioma\Te-me_0089.jpg,"(201, 251)",False
Testing,data/raw/Testing\meningioma\Te-me_0091.jpg,"(212, 237)",False
Testing,data/raw/Testing\meningioma\Te-me_0096.jpg,"(224, 219)",False
Testing,data/raw/Testing\meningioma\Te-me_0097.jpg,"(200, 223)",False
Testing,data/raw/Testing\meningioma\Te-me_0098.jpg,"(200, 235)",False
Testing,data/raw/Testing\meningioma\Te-me_0099.jpg,"(209, 241)",False
Testing,data/raw/Testing\meningioma\Te-me_0100.jpg,"(211, 239)",False
Testing,data/raw/Testing\meningioma\Te-me_0101.jpg,"(215, 234)",False
Testing,data/raw/Testing\meningioma\Te-me_0104.jpg,"(213, 237)",False
Testing,data/raw/Testing\meningioma\Te-me_0105.jpg,"(214, 216)",False
Testing,data/raw/Testing\meningioma\Te-me_0106.jpg,"(201, 251)",False
Testing,data/raw/Testing\meningioma\Te-me_0107.jpg,"(214, 235)",False
Testing,data/raw/Testing\meningioma\Te-me_0108.jpg,"(210, 240)",False
Testing,data/raw/Testing\meningioma\Te-me_0110.jpg,"(210, 240)",False
Testing,data/raw/Testing\meningioma\Te-me_0112.jpg,"(213, 236)",False
Testing,data/raw/Testing\meningioma\Te-me_0113.jpg,"(224, 216)",False
Testing,data/raw/Testing\meningioma\Te-me_0140.jpg,"(228, 221)",False
Testing,data/raw/Testing\meningioma\Te-me_0143.jpg,"(201, 251)",False
Testing,data/raw/Testing\meningioma\Te-me_0145.jpg,"(210, 240)",False
Testing,data/raw/Testing\notumor\image(14).jpg,"(205, 249)",False
Testing,data/raw/Testing\notumor\image(2).jpg,"(236, 218)",False
Testing,data/raw/Testing\notumor\image(20).jpg,"(212, 236)",False
Testing,data/raw/Testing\notumor\image(27).jpg,"(209, 234)",False
Testing,data/raw/Testing\notumor\image(28).jpg,"(208, 217)",False
Testing,data/raw/Testing\notumor\image(35).jpg,"(227, 213)",False
Testing,data/raw/Testing\notumor\image(36).jpg,"(201, 249)",False
Testing,data/raw/Testing\notumor\image(42).jpg,"(234, 218)",False
Testing,data/raw/Testing\notumor\image(43).jpg,"(208, 225)",False
Testing,data/raw/Testing\notumor\image(44).jpg,"(205, 214)",False
Testing,data/raw/Testing\notumor\image(48).jpg,"(234, 218)",False
Testing,data/raw/Testing\notumor\image(57).jpg,"(200, 248)",False
Testing,data/raw/Testing\notumor\image(59).jpg,"(207, 225)",False
Testing,data/raw/Testing\notumor\image(62).jpg,"(200, 243)",False
Testing,data/raw/Testing\notumor\image(72).jpg,"(211, 236)",False
Testing,data/raw/Testing\notumor\image(75).jpg,"(234, 218)",False
Testing,data/raw/Testing\notumor\image(77).jpg,"(210, 234)",False
Testing,data/raw/Testing\notumor\image(78).jpg,"(220, 275)",False
Testing,data/raw/Testing\notumor\image(86).jpg,"(218, 234)",False
Testing,data/raw/Testing\notumor\image(88).jpg,"(212, 280)",False
Testing,data/raw/Testing\notumor\image(95).jpg,"(233, 208)",False
Testing,data/raw/Testing\notumor\image(98).jpg,"(221, 257)",False
Testing,data/raw/Testing\notumor\image(99).jpg,"(222, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0010.jpg,"(205, 249)",False
Testing,data/raw/Testing\notumor\Te-no_0016.jpg,"(236, 218)",False
Testing,data/raw/Testing\notumor\Te-no_0017.jpg,"(212, 236)",False
Testing,data/raw/Testing\notumor\Te-no_0024.jpg,"(209, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0025.jpg,"(208, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0033.jpg,"(227, 213)",False
Testing,data/raw/Testing\notumor\Te-no_0034.jpg,"(201, 249)",False
Testing,data/raw/Testing\notumor\Te-no_0041.jpg,"(234, 218)",False
Testing,data/raw/Testing\notumor\Te-no_0042.jpg,"(208, 225)",False
Testing,data/raw/Testing\notumor\Te-no_0043.jpg,"(205, 214)",False
Testing,data/raw/Testing\notumor\Te-no_0047.jpg,"(234, 218)",False
Testing,data/raw/Testing\notumor\Te-no_0057.jpg,"(200, 248)",False
Testing,data/raw/Testing\notumor\Te-no_0059.jpg,"(207, 225)",False
Testing,data/raw/Testing\notumor\Te-no_0063.jpg,"(200, 243)",False
Testing,data/raw/Testing\notumor\Te-no_0074.jpg,"(211, 236)",False
Testing,data/raw/Testing\notumor\Te-no_0077.jpg,"(234, 218)",False
Testing,data/raw/Testing\notumor\Te-no_0079.jpg,"(210, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0080.jpg,"(220, 275)",False
Testing,data/raw/Testing\notumor\Te-no_0089.jpg,"(218, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0091.jpg,"(212, 280)",False
Testing,data/raw/Testing\notumor\Te-no_0099.jpg,"(233, 208)",False
Testing,data/raw/Testing\notumor\Te-no_0102.jpg,"(221, 257)",False
Testing,data/raw/Testing\notumor\Te-no_0103.jpg,"(222, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0105.jpg,"(259, 194)",False
Testing,data/raw/Testing\notumor\Te-no_0108.jpg,"(192, 192)",False
Testing,data/raw/Testing\notumor\Te-no_0109.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0110.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0111.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0112.jpg,"(275, 183)",False
Testing,data/raw/Testing\notumor\Te-no_0113.jpg,"(194, 259)",False
Testing,data/raw/Testing\notumor\Te-no_0115.jpg,"(208, 242)",False
Testing,data/raw/Testing\notumor\Te-no_0116.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0117.jpg,"(218, 231)",False
Testing,data/raw/Testing\notumor\Te-no_0118.jpg,"(208, 242)",False
Testing,data/raw/Testing\notumor\Te-no_0121.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0125.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0131.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0134.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0135.jpg,"(206, 244)",False
Testing,data/raw/Testing\notumor\Te-no_0142.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0143.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0147.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0148.jpg,"(173, 201)",False
Testing,data/raw/Testing\notumor\Te-no_0157.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0158.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0160.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0161.jpg,"(173, 201)",False
Testing,data/raw/Testing\notumor\Te-no_0162.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0164.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0165.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0173.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0178.jpg,"(192, 192)",False
Testing,data/raw/Testing\notumor\Te-no_0180.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0183.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0184.jpg,"(275, 183)",False
Testing,data/raw/Testing\notumor\Te-no_0185.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0186.jpg,"(194, 259)",False
Testing,data/raw/Testing\notumor\Te-no_0187.jpg,"(207, 243)",False
Testing,data/raw/Testing\notumor\Te-no_0188.jpg,"(235, 214)",False
Testing,data/raw/Testing\notumor\Te-no_0189.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0190.jpg,"(215, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0193.jpg,"(236, 213)",False
Testing,data/raw/Testing\notumor\Te-no_0199.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0200.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0201.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0204.jpg,"(235, 214)",False
Testing,data/raw/Testing\notumor\Te-no_0205.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0206.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0207.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0208.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0209.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0214.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0215.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0218.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0222.jpg,"(206, 244)",False
Testing,data/raw/Testing\notumor\Te-no_0229.jpg,"(208, 248)",False
Testing,data/raw/Testing\notumor\Te-no_0230.jpg,"(201, 250)",False
Testing,data/raw/Testing\notumor\Te-no_0231.jpg,"(196, 257)",False
Testing,data/raw/Testing\notumor\Te-no_0232.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0236.jpg,"(206, 244)",False
Testing,data/raw/Testing\notumor\Te-no_0240.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0249.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0250.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0251.jpg,"(215, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0252.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0253.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0254.jpg,"(192, 192)",False
Testing,data/raw/Testing\notumor\Te-no_0255.jpg,"(173, 201)",False
Testing,data/raw/Testing\notumor\Te-no_0257.jpg,"(218, 231)",False
Testing,data/raw/Testing\notumor\Te-no_0259.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0261.jpg,"(173, 201)",False
Testing,data/raw/Testing\notumor\Te-no_0265.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0270.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0271.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0272.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0273.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0274.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0275.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0277.jpg,"(173, 201)",False
Testing,data/raw/Testing\notumor\Te-no_0278.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0279.jpg,"(215, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0280.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0281.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0283.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0284.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0285.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0288.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0289.jpg,"(214, 236)",False
Testing,data/raw/Testing\notumor\Te-no_0296.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0298.jpg,"(206, 244)",False
Testing,data/raw/Testing\notumor\Te-no_0299.jpg,"(177, 197)",False
Testing,data/raw/Testing\notumor\Te-no_0300.jpg,"(194, 259)",False
Testing,data/raw/Testing\notumor\Te-no_0302.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0303.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0305.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0306.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0308.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0310.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0311.jpg,"(173, 201)",False
Testing,data/raw/Testing\notumor\Te-no_0312.jpg,"(275, 183)",False
Testing,data/raw/Testing\notumor\Te-no_0315.jpg,"(207, 243)",False
Testing,data/raw/Testing\notumor\Te-no_0316.jpg,"(218, 231)",False
Testing,data/raw/Testing\notumor\Te-no_0317.jpg,"(215, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0319.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0324.jpg,"(177, 197)",False
Testing,data/raw/Testing\notumor\Te-no_0325.jpg,"(194, 259)",False
Testing,data/raw/Testing\notumor\Te-no_0327.jpg,"(218, 231)",False
Testing,data/raw/Testing\notumor\Te-no_0328.jpg,"(208, 242)",False
Testing,data/raw/Testing\notumor\Te-no_0329.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0330.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0331.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0334.jpg,"(275, 183)",False
Testing,data/raw/Testing\notumor\Te-no_0335.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0336.jpg,"(207, 243)",False
Testing,data/raw/Testing\notumor\Te-no_0337.jpg,"(200, 252)",False
Testing,data/raw/Testing\notumor\Te-no_0338.jpg,"(215, 234)",False
Testing,data/raw/Testing\notumor\Te-no_0343.jpg,"(227, 222)",False
Testing,data/raw/Testing\notumor\Te-no_0344.jpg,"(212, 238)",False
Testing,data/raw/Testing\notumor\Te-no_0345.jpg,"(201, 250)",False
Testing,data/raw/Testing\notumor\Te-no_0346.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0350.jpg,"(212, 238)",False
Testing,data/raw/Testing\notumor\Te-no_0351.jpg,"(206, 244)",False
Testing,data/raw/Testing\notumor\Te-no_0353.jpg,"(214, 236)",False
Testing,data/raw/Testing\notumor\Te-no_0357.jpg,"(201, 250)",False
Testing,data/raw/Testing\notumor\Te-no_0360.jpg,"(206, 244)",False
Testing,data/raw/Testing\notumor\Te-no_0364.jpg,"(201, 251)",False
Testing,data/raw/Testing\notumor\Te-no_0368.jpg,"(150, 198)",False
Testing,data/raw/Testing\notumor\Te-no_0370.jpg,"(192, 192)",False
Testing,data/raw/Testing\notumor\Te-no_0371.jpg,"(300, 168)",False
Testing,data/raw/Testing\notumor\Te-no_0372.jpg,"(228, 221)",False
Testing,data/raw/Testing\notumor\Te-no_0375.jpg,"(206, 244)",False
Testing,data/raw/Testing\notumor\Te-no_0376.jpg,"(208, 242)",False
Testing,data/raw/Testing\notumor\Te-no_0378.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0382.jpg,"(232, 217)",False
Testing,data/raw/Testing\notumor\Te-no_0384.jpg,"(232, 217)",False
